Title,Rating,Voting,Duration,Duration (min),Genre
Yolo,6.9,,2h 9m,129,Adventure
Operation Undead,4.6,,1h 50m,110,Adventure
Stuntman,6.9,,1h 54m,114,Adventure
5 Pounds of Pressure,6.7,,1h 51m,111,Adventure
Roadkill,3.7,,1h 30m,90,Adventure
The Bouncer,4.1,,1h 18m,78,Adventure
Conquer: Lahad Datu,6.6,,2h,120,Adventure
Cassino in Ischia,4.4,,1h 53m,113,Adventure
Martin,2.2,,2h 27m,147,Adventure
Big City Greens the Movie: Spacecation,6.2,,1h 23m,83,Adventure
Pimpinero: Blood and Oil,5.6,,2h 1m,121,Adventure
Tillu Square,6.6,,2h 17m,137,Adventure
The Last Ronin,4.9,,1h 55m,115,Adventure
Hunting with Tigers,5.6,,1h 49m,109,Adventure
Six jours,6.1,,1h 35m,95,Adventure
Snatched,4.9,,1h 41m,101,Adventure
Sons of Rizk 3,6.7,,2h 5m,125,Adventure
Warrior Awang and Master Tok Gajah,4.6,,1h 58m,118,Adventure
Nothing Even Matters,5.5,,1h 30m,90,Adventure
Taken from Rio Bravo,3.0,,1h 20m,80,Adventure
Crakk: Jeetega... Toh Jiyegaa,4.7,,2h 34m,154,Adventure
No Time to Spy: A Loud House Movie,6.4,,1h 21m,81,Adventure
American Underdog,8.7,,1h 29m,89,Adventure
Dharmarakshak Mahaveer Chhatrapati Sambhaji Maharaj,8.1,,2h 54m,174,Adventure
Ka Whawhai Tonu,7.3,,1h 55m,115,Adventure
Troubleshooters,6.5,,1h 50m,110,Adventure
I Heart Robots,4.6,,1h 16m,76,Adventure
The Charisma Killers,6.2,,1h 41m,101,Adventure
Yudhra,5.0,,2h 22m,142,Adventure
UI,6.8,,2h 15m,135,Adventure
Je Jatt Vigarh Gya,5.6,,2h 12m,132,Adventure
Spiders on a Plane,5.1,,1h 18m,78,Adventure
The Moon Thieves,6.1,,1h 48m,108,Adventure
Deaner '89,5.9,,1h 30m,90,Adventure
Barroz: Guardian of Treasures,3.5,,2h 35m,155,Adventure
Nu Huo 12 Xiao Shi,6.0,,1h 26m,86,Adventure
Non Negotiable,5.4,,1h 27m,87,Adventure
Big Rage,3.6,,1h 55m,115,Adventure
Customs Frontline,5.4,,1h 55m,115,Adventure
Agents,3.3,,1h 22m,82,Adventure
Sasan,8.7,,2h 35m,155,Adventure
Razakar: The Silent Genocide of Hyderabad,7.4,,2h 46m,166,Adventure
Tiger's Trigger,4.2,,1h 24m,84,Adventure
S.T.A.L.K.E.R.: Shadow of the Zone,5.1,,1h 12m,72,Adventure
Garudan,7.1,,2h 13m,133,Adventure
Mongol,8.6,,2h 35m,155,Adventure
Ghost Killer,7.0,,1h 45m,105,Adventure
Checkmate,4.3,,1h 44m,104,Adventure
Rajakili,6.7,,2h 2m,122,Adventure
Crisis Negotiators,6.7,,2h,120,Adventure
Baby Assassins: Nice Days,7.3,,1h 43m,103,Adventure
Lady Scorpions,3.6,,1h 41m,101,Adventure
The Kingdom,7.9,,2h 13m,133,Adventure
Mirza: Part 1 - Joker,6.8,,2h 45m,165,Adventure
Love You to Debt,6.2,,2h 15m,135,Adventure
Mr. Bachchan,3.6,,2h 30m,150,Adventure
The Experts,6.1,,2h 1m,121,Adventure
Black Creek,7.7,,1h 56m,116,Adventure
Go for Broke,5.7,,1h 55m,115,Adventure
Babu,7.4,,2h 22m,142,Adventure
Eye for an Eye 2,6.6,,1h 30m,90,Adventure
Crosspoint,6.5,,1h 40m,100,Adventure
Ayalaan,6.0,,2h 35m,155,Adventure
Iron Fighter,3.7,,1h 20m,80,Adventure
The Day Everything Changed,8.0,,1h 37m,97,Adventure
Lal Salaam,4.5,,2h 30m,150,Adventure
Midas,4.7,,1h 25m,85,Adventure
Mobile Suit Gundam SEED Freedom,6.6,,2h 4m,124,Adventure
Paradise,6.9,,1h 23m,83,Adventure
Rendel: Cycle of Revenge,3.6,,1h 39m,99,Adventure
(Pri)sons,5.0,,1h 40m,100,Adventure
Breaking and Re-entering,5.8,,1h 49m,109,Adventure
The Plot,4.8,,1h 40m,100,Adventure
Baki Hanma VS Kengan Ashura,5.7,,1h 2m,62,Adventure
UmroAyyar - A New Beginning,6.9,,2h 15m,135,Adventure
Purushothamudu,5.1,,2h,120,Adventure
Bidurbhai,9.2,,2h 28m,148,Adventure
Aserb: The Squadron,5.2,,2h,120,Adventure
Sikaar,8.3,,2h 30m,150,Adventure
6 Hours Away,3.9,,1h 33m,93,Adventure
Kizumonogatari: Koyomi Vamp,7.0,,2h 24m,144,Adventure
Harom Hara,6.6,,2h 34m,154,Adventure
Gandhi 3,5.5,,2h 23m,143,Adventure
Yuva,5.8,,2h 33m,153,Adventure
Appudo Ippudo Eppudo,4.7,,2h,120,Adventure
Hit List,5.5,,2h 5m,125,Adventure
Road Wars: Max Fury,2.0,,1h 23m,83,Adventure
Ruslaan,3.3,,2h,120,Adventure
Malayalee from India,5.6,,2h 40m,160,Adventure
Fighting the Fire,8.5,,1h 55m,115,Adventure
Bangkok Breaking: Heaven and Hell,5.8,,2h 26m,146,Adventure
Star Abyss,3.8,,1h 26m,86,Adventure
Siren,6.4,,2h 34m,154,Adventure
Sabari,6.5,,2h 9m,129,Adventure
They Call Her Death,6.8,,1h 32m,92,Adventure
Bachhala Malli,8.3,,2h 20m,140,Adventure
Correr para Vivir,7.0,,1h 37m,97,Adventure
The Heist,6.9,,2h,120,Adventure
Anunnakiler,2.5,,1h 16m,76,Adventure
First Nights at Freddy's,9.3,,1h 38m,98,Adventure
Hunt the Wicked,5.3,,1h 42m,102,Adventure
Malaikottai Vaaliban,6.0,,2h 36m,156,Adventure
Bureau 749,4.0,,2h 3m,123,Adventure
Double Ismart,2.9,,2h 36m,156,Adventure
Samandar,7.7,,2h 52m,172,Adventure
Operation Valentine,5.3,,2h 13m,133,Adventure
The Traveller,5.2,,2h 14m,134,Adventure
Alangu,8.1,,2h 11m,131,Adventure
The Actor,3.4,,2h 8m,128,Adventure
Drive,5.6,,1h 30m,90,Adventure
Kondal,5.4,,2h 27m,147,Adventure
Clownface 3,9.0,,1h 44m,104,Adventure
My Fathers' Daughter,6.7,,1h 18m,78,Adventure
The Lost Tiger,7.9,,1h 30m,90,Adventure
Bohurupi,8.3,,2h 35m,155,Adventure
The Epidemic,5.7,,1h 35m,95,Adventure
The Unbreakable Bunch,7.3,,R,0,Adventure
12 Gaun,6.3,,2h 27m,147,Adventure
Fyre Rises,6.5,,1h 50m,110,Adventure
Bhaje Vaayu Vegam,6.1,,2h 16m,136,Adventure
Shark Island,3.2,,1h 21m,81,Adventure
Buddy,3.8,,2h 17m,137,Adventure
Die Chaosschwestern und Pinguin Paul,5.7,,1h 40m,100,Adventure
Memes & Nightmares,5.7,,1h 21m,81,Adventure
Zebra,7.2,,2h 44m,164,Adventure
Camp Blood: Clown Shark,3.3,,1h 10m,70,Adventure
Jorge da Capadócia,6.4,,1h 59m,119,Adventure
Nintama Rantaro Dokutake Ninja-tai Saikyou no Gunshi,6.9,,1h 30m,90,Adventure
Turbo,5.9,,2h 35m,155,Adventure
Captain Miller,6.5,,2h 37m,157,Adventure
Where Is Gilgamesh?,9.0,,1h 30m,90,Adventure
Mazhai Pidikatha Manithan,4.5,,2h 13m,133,Adventure
Game On,5.3,,2h 20m,140,Adventure
Hitler,5.2,,2h 8m,128,Adventure
Por,5.1,,2h 34m,154,Adventure
Prepare to Die,4.6,,1h 33m,93,Adventure
Red vs. Blue: Restoration,5.6,,1h 25m,85,Adventure
Tòkunbò,3.9,,1h 53m,113,Adventure
Sucha Soorma,6.4,,2h 16m,136,Adventure
Mummy Shark,2.0,,1h 6m,66,Adventure
Buying Time,6.2,,1h 24m,84,Adventure
Ship of the Damned,2.8,,1h 28m,88,Adventure
Bull Shark 2,2.9,,1h 15m,75,Adventure
Ghosts of Red Ridge,3.3,,1h 21m,81,Adventure
Taklee Genesis x Worlds Collide,5.4,,2h 26m,146,Adventure
Bastar: The Naxal Story,6.4,,2h 4m,124,Adventure
The Mick and the Trick,4.9,,1h 36m,96,Adventure
Mission: Chapter 1,5.9,,2h 24m,144,Adventure
Ameena,6.4,,1h 47m,107,Adventure
Spirit Riser,6.7,,1h 38m,98,Adventure
Touchdown,6.8,,1h 18m,78,Adventure
Speed 220,6.8,,1h 54m,114,Adventure
Echo 8,3.9,,1h 36m,96,Adventure
The Desperate Chase,5.5,,1h 50m,110,Adventure
The Omicron Killer,2.9,,1h 38m,98,Adventure
Sayen: The Huntress,4.4,,1h 28m,88,Adventure
Agastya - Chapter 1,6.9,,2h 48m,168,Adventure
Matka,4.7,,2h 36m,156,Adventure
Gangs of Godavari,5.0,,2h 45m,165,Adventure
Ame no naka no yokujô,5.9,,2h 12m,132,Adventure
Losing Lerato 2,9.1,,1h 36m,96,Adventure
Kung Fu Games,3.3,,1h 38m,98,Adventure
Diabel,5.1,,1h 48m,108,Adventure
Shu Si Yi Bo,6.7,,1h 31m,91,Adventure
Guy Manley: Super Spy,4.4,,1h 32m,92,Adventure
Ballistic,2.2,,1h 35m,95,Adventure
The Circuit 4: Faith Fighter,4.3,,1h 30m,90,Adventure
I Am What I Am 2,7.5,,2h 14m,134,Adventure
DNA,5.1,,2h 36m,156,Adventure
The Last Chainsaw Massacre,3.7,,1h 15m,75,Adventure
Vixen,5.3,,1h 28m,88,Adventure
Young Lion of the West,5.2,,1h 33m,93,Adventure
Sunfall,2.3,,1h 14m,74,Adventure
Onsen shâku,5.9,,1h 10m,70,Adventure
Panjab Files,8.2,,1h 57m,117,Adventure
Mathu Vadalara 2,7.0,,2h 19m,139,Adventure
Clone Cops,6.2,,1h 36m,96,Adventure
Saindhav,5.1,,2h 18m,138,Adventure
Blade of Fury,6.1,,1h 30m,90,Adventure
Jathara,7.8,,2h 9m,129,Adventure
How to Make a Werewolf,5.9,,16+,0,Adventure
Mutant,4.5,,1h 30m,90,Adventure
High Forces,5.7,,1h 59m,119,Adventure
Bonus Trip,4.6,,1h 53m,113,Adventure
Formed Police Unit,4.6,,2h,120,Adventure
Sous écrous,5.3,,1h 51m,111,Adventure
Tokusou Sentai Dekaranger 20th: Fireball Booster,7.0,,50m,50,Adventure
The Infallibles,4.8,,1h 39m,99,Adventure
Dange,5.3,,2h 34m,154,Adventure
Transformers Prime: Galavatron's Revenge,3.4,,1h 44m,104,Adventure
Raju Gari Ammayi Naidu Gari Abbayi,8.2,,2h 38m,158,Adventure
Kill Craft,2.4,,1h 39m,99,Adventure
24 Hours to D-Day,4.8,,1h 23m,83,Adventure
Rebel,3.1,,1h 40m,100,Adventure
Thundu,5.0,,2h 5m,125,Adventure
The Grey Men,6.4,,1h 37m,97,Adventure
Marni: The Story of Wewe Gombel,5.8,,1h 59m,119,Adventure
The Wild Blade of Strangers,6.2,,1h 42m,102,Adventure
Oru Anveshanathinte Thudakkam,7.1,,3h 1m,181,Adventure
Black Storm,6.7,,1h 37m,97,Adventure
Dragon Ball Z Kai,8.5,,1h 22m,82,Adventure
Bhairadevi,8.7,,2h 14m,134,Adventure
The Miranda Brothers,4.4,,1h 39m,99,Adventure
Ape X Mecha Ape: New World Order,2.8,,1h 27m,87,Adventure
Jithender Reddy,7.9,,2h 16m,136,Adventure
Kali,5.1,,1h 36m,96,Adventure
Shekko,6.0,,2h,120,Adventure
In Tenebras: Into the Darkness,3.3,,1h 30m,90,Adventure
Indrani: Epic-1 Dharam vs Karam,7.6,,2h 37m,157,Adventure
Dreams,7.6,,1h 46m,106,Adventure
Karma,4.1,,1h 51m,111,Adventure
Sector 17,5.5,,2h 26m,146,Adventure
Gam Gam Ganesha,5.3,,2h 20m,140,Adventure
Serra das Almas,5.4,,2h,120,Adventure
Devaki Nandana Vasudeva,6.6,,2h 8m,128,Adventure
Desperado,5.9,,1h 40m,100,Adventure
Athhoi,8.0,,2h 38m,158,Adventure
Kadakan,4.0,,2h 8m,128,Adventure
Gold Raiders,2.0,,1h 28m,88,Adventure
Soodhu Kavvum 2: Naatum Naatu Makkalum,3.7,,2h 9m,129,Adventure
Bandaa Singh Chaudhary,6.2,,1h 53m,113,Adventure
Texas Twister,2.5,,1h 28m,88,Adventure
Captain Avispa,5.8,,1h 36m,96,Adventure
Kamen Rider 555 20th: Paradise Regained,5.9,,1h 5m,65,Adventure
Death Game,6.3,,1h 28m,88,Adventure
Honeko Akabane's Bodyguards,5.9,,1h 57m,117,Adventure
Saint Young Men: Holy Men vs Demon Army,3.0,,1h 33m,93,Adventure
Bond of Justice: Kizuna Part I - Encounter,6.2,,1h 32m,92,Adventure
Hell City,9.1,,1h 30m,90,Adventure
Next to Us,4.8,,2h 5m,125,Adventure
The Vampire and the Vigilante,3.6,,1h 15m,75,Adventure
Rang De Basanti,8.8,,2h 54m,174,Adventure
Polar,4.4,,1h 16m,76,Adventure
Love You as the World Ends Final,6.3,,1h 55m,115,Adventure
The Alexandrian,3.8,,1h 44m,104,Adventure
Shadows of Betrayal: Chronicles of Ian Blair,7.3,,1h 5m,65,Adventure
Hiranya,5.6,,2h 18m,138,Adventure
London Gangsters,4.3,,1h 44m,104,Adventure
SCP: The Infinite Mission,6.0,,16+,0,Adventure
Too Little Too Late,5.5,,1h 6m,66,Adventure
Lisabi: The Uprising,6.1,,1h 47m,107,Adventure
Uninvited,6.5,,1h 33m,93,Adventure
Türkler Çildirmis Olmali 2: Mavi Vatan,2.2,,1h 40m,100,Adventure
Fuuto PI: Portrait of Kamen Rider Skull,7.5,,1h 22m,82,Adventure
Dark Fusion,8.5,,1h 30m,90,Adventure
Neon Fear,5.8,,40m,40,Adventure
Reloaded 2,7.7,,45m,45,Adventure
The Evil Three,6.6,,30m,30,Adventure
Sumaho o otoshita dake na no ni: Saishusho Final Hacking Game,7.0,,1h 56m,116,Adventure
Hrashwo Deergha,8.0,,2h 30m,150,Adventure
The Slave and the Sorcerer,6.7,,1h 26m,86,Adventure
Revenge,1.7,,2h 7m,127,Adventure
Gone with the Dead,4.4,,1h 36m,96,Adventure
Anchakkallakokkan,6.6,,2h 6m,126,Adventure
Megdan: Between Water and Fire,5.4,,1h 46m,106,Adventure
Chasing Raine,2.3,,1h 41m,101,Adventure
Pottel,8.2,,2h 28m,148,Adventure
Marine Drive,9.5,,1h 45m,105,Adventure
Exorcism Chronicles: The Beginning,7.1,,1h 25m,85,Adventure
Weapon,5.4,,2h,120,Adventure
Tariq,6.2,,2h 2m,122,Adventure
Sentimentaaal,5.3,,2h 15m,135,Adventure
What Happens in Miami,4.3,,1h 30m,90,Adventure
Mechanic Rocky,6.5,,2h 36m,156,Adventure
Dünya Mali: Eksi Bir,7.2,,2h 13m,133,Adventure
Saala,5.7,,2h 10m,130,Adventure
Viswam,4.2,,2h 35m,155,Adventure
Deadzone,4.1,,1h 20m,80,Adventure
Stranded Pearl,6.0,,1h 30m,90,Adventure
Bhimaa,5.1,,2h 21m,141,Adventure
Bloodline,9.2,,1h 20m,80,Adventure
Pranaya Godari,7.8,,2h 28m,148,Adventure
Witch Hunter,5.3,,1h 20m,80,Adventure
Sacrum Vindictae II,4.5,,1h 54m,114,Adventure
Permafrost,5.7,,1h 20m,80,Adventure
South Side Hero,5.4,,1h 32m,92,Adventure
Yakuza Girl,2.3,,1h 22m,82,Adventure
Genis Aile 4: Cevahir & Ulvi,7.0,,1h 30m,90,Adventure
Lie Zhan,6.9,,1h 33m,93,Adventure
Gravediggers,6.5,,1h 31m,91,Adventure
Brattt,4.7,,1h 57m,117,Adventure
Second Life,6.7,,1h 45m,105,Adventure
Komandir,6.4,,2h 11m,131,Adventure
Spider-Man: Final Swing,8.4,,2h 33m,153,Adventure
Purushothamudu,7.4,,2h,120,Adventure
Major Grom: The Game,6.1,,2h 48m,168,Adventure
The Captives,3.5,,1h 13m,73,Adventure
Kuang Bao Ju Xi,5.9,,1h 15m,75,Adventure
Wonderful Precure! The Movie! Doki Doki Game no Sekai de Daiboken,7.0,,1h 11m,71,Adventure
Kamen Rider Gotchard: The Future Daybreak,7.9,,1h 3m,63,Adventure
Cholo Zombies,4.6,,1h 36m,96,Adventure
Average Student Nani,7.5,,2h 18m,138,Adventure
Rob N Roll,6.1,,1h 38m,98,Adventure
Usha Parinayam,9.0,,2h 24m,144,Adventure
Itutumba ka ng tatay ko,5.3,,1h 49m,109,Adventure
Rathnam,5.4,,2h 35m,155,Adventure
Emanet,7.9,,1h 37m,97,Adventure
Bheema,5.8,,2h 28m,148,Adventure
Petta Rap,3.8,,2h 3m,123,Adventure
Pariah Volume 1: Every Street Dog Has a Name,6.9,,2h 18m,138,Adventure
Dark World,4.9,,2h 15m,135,Adventure
The Burden of Nine Lives,4.7,,1h 56m,116,Adventure
Pushpaka Vimanam,5.6,,2h 17m,137,Adventure
The Worlds Divide,8.1,,2h,120,Adventure
Mega Twister,2.5,,1h 15m,75,Adventure
Dhaaak,8.6,,2h 8m,128,Adventure
Zénithal,5.5,,1h 20m,80,Adventure
"Bullets, Brothers and Blood",7.8,,1h 25m,85,Adventure
September Babies,5.8,,1h 34m,94,Adventure
Death Bitch,7.2,,1h 28m,88,Adventure
The Yoshi Movie,7.7,,1h 45m,105,Adventure
Angel of the Warrior,8.5,,1h 30m,90,Adventure
Kamen Rider Geats: Jyamato Awaking,7.9,,54m,54,Adventure
Aho Vikramaarka,7.4,,2h 16m,136,Adventure
Villain - Life of a Gangster,8.9,,2h 21m,141,Adventure
Warning 2,7.1,,2h 5m,125,Adventure
Holy Punch,5.2,,1h 38m,98,Adventure
Iddaru,8.8,,2h 28m,148,Adventure
Ultraman Blazar the Movie: Tokyo Kaiju Showdown,7.5,,1h 15m,75,Adventure
The Escapee 3: The Final Escape,2.6,,1h 23m,83,Adventure
Pungut,6.9,,1h 40m,100,Adventure
Hain,2.9,,1h 35m,95,Adventure
Rode College,6.6,,2h 48m,168,Adventure
Roxana,3.8,,1h 38m,98,Adventure
Neo-Dome,6.7,,15m,15,Adventure
Artist Unknown,8.7,,1h 22m,82,Adventure
Naa Saami Ranga,4.5,,2h 30m,150,Adventure
GATAO: Like Father Like Son,6.8,,1h 40m,100,Adventure
Special Needs Revolt!,9.0,,1h 53m,113,Adventure
Inanimate Insanity II: The Movie,8.4,,1h 46m,106,Adventure
Rocky and Bullwinkle,9.2,,1h 40m,100,Adventure
Crypto Storm,4.8,,1h 41m,101,Adventure
Raktaksha,8.0,,1h 58m,118,Adventure
Raanti,6.6,,1h 55m,115,Adventure
Election,5.8,,2h,120,Adventure
Chaari 111,4.8,,2h 10m,130,Adventure
Hakkenden,5.8,,2h 29m,149,Adventure
Dr. Jason II - Lights & Shadows,4.9,,1h 2m,62,Adventure
Played,6.2,,1h 36m,96,Adventure
Naag Bhoomi,5.7,,2h 10m,130,Adventure
Thankamani,4.6,,2h 36m,156,Adventure
Breaking Tradition,6.9,,1h 27m,87,Adventure
Thiragabadara Saami,6.4,,1h 55m,115,Adventure
Abudeka Is Back,5.3,,2h,120,Adventure
Abnormal: Buas,5.6,,1h 30m,90,Adventure
Krishnamma,6.2,,2h 18m,138,Adventure
"Silex and the City, le film",4.9,,1h 17m,77,Adventure
Slide or Die the Movie,9.2,,2h 7m,127,Adventure
Appu,8.6,,1h 32m,92,Adventure
Hide and Seek,8.0,,2h 10m,130,Adventure
Killer Ex,3.9,,1h 34m,94,Adventure
Nenu Keerthana,8.9,,2h 35m,155,Adventure
Haraa,5.3,,2h 16m,136,Adventure
Mother Mafia,3.2,,1h 20m,80,Adventure
Shri Swapankumarer Badami Hyenar Kobole,5.6,,2h 26m,146,Adventure
Anthima Theerpu,7.0,,2h 13m,133,Adventure
Charlotte Link - Ohne Schuld,5.5,,1h 29m,89,Adventure
Sarangadhariya,8.4,,2h 30m,150,Adventure
Blocking the Horse,5.8,,1h 34m,94,Adventure
Nothing Unusual,8.9,,1h 32m,92,Adventure
The Mystery of Humanoid Puppet,6.7,,1h 28m,88,Adventure
Mobile Suit Gundam: Silver Phantom,6.1,,1h 30m,90,Adventure
Nasha Jurm Aur Gangsters,6.6,,2h 17m,137,Adventure
The SML YTP Movie 2: Dimension Trouble,8.3,,1h 34m,94,Adventure
Happy Dragons,4.9,,1h 37m,97,Adventure
Surge of Power: Where There's Smoke,6.5,,1h 8m,68,Adventure
Joshua: Imai Pol Kaka,4.5,,2h 10m,130,Adventure
Ajay Gadu,6.9,,1h 48m,108,Adventure
Di Renjie: Tongtian xuan an,7.2,,1h 25m,85,Adventure
Rock 'n' Roll Ringo,6.3,,1h 41m,101,Adventure
Reeza GTR,7.4,,1h 31m,91,Adventure
Snowstorm,4.5,,1h 31m,91,Adventure
Cândido,6.3,,1h 39m,99,Adventure
Chhota Bheem and the Curse of Damyaan,4.8,,2h 25m,145,Adventure
Fights Break Sphere 3,4.7,,1h 21m,81,Adventure
Supplier Shankara,9.3,,2h 43m,163,Adventure
Shockwaves 2,2.8,,1h 19m,79,Adventure
Wilhelm Gustloff,8.7,,1h 50m,110,Adventure
Chinatown Chacha,5.1,,1h 43m,103,Adventure
Surrender,7.8,,2h 29m,149,Adventure
Bullet,9.0,,2h 11m,131,Adventure
E-mail,5.4,,1h 59m,119,Adventure
Kill the Children first,7.8,,1h 46m,106,Adventure
Inkabi,4.7,,1h 41m,101,Adventure
Joy Hanu Man,8.9,,2h 23m,143,Adventure
The Bodyguard,6.6,,1h 27m,87,Adventure
Bloodlust,8.2,,1h 37m,97,Adventure
Lorry Chapter-1,5.7,,3h 3m,183,Adventure
Joachim and the Apocalypse,7.2,,1h 30m,90,Adventure
Operation Star,7.7,,1h 42m,102,Adventure
El Duro,5.0,,1h 30m,90,Adventure
Mercy Killing,8.7,,2h 11m,131,Adventure
Dangerous Boys 2,5.1,,1h 55m,115,Adventure
Be Forever Yamato: Rebel 3199: Part 1: Dark Invasion,7.0,,50m,50,Adventure
Operation Wakaliga: Fate and Blood,6.7,,1h 6m,66,Adventure
Zoloto Umalty,4.9,,1h 49m,109,Adventure
Yao Shen Ling,6.7,,1h 33m,93,Adventure
Ugravatara,7.9,,2h 2m,122,Adventure
Hope & Glory,6.6,,44m,44,Adventure
Kiyma: Orman Kanunlari,4.5,,1h 21m,81,Adventure
Jigar,7.1,,2h 2m,122,Adventure
Jurassic Exorcist,3.8,,1h 16m,76,Adventure
The Dragon's Tomb,6.8,,1h 17m,77,Adventure
Codename: Devil,5.4,,1h 44m,104,Adventure
Zhi Bao,5.7,,1h 40m,100,Adventure
Halloween: Mal Eterno,8.2,,50m,50,Adventure
Kreem,6.8,,1h 55m,115,Adventure
Opportunity,8.9,,1h 36m,96,Adventure
Kohinoor,8.1,,1h 59m,119,Adventure
Framed,4.9,,Not Rated,0,Adventure
Vey Dharuvey,6.4,,2h 7m,127,Adventure
Mirg,6.1,,1h 23m,83,Adventure
The Very Last Christmas,8.5,,1h 15m,75,Adventure
Sith Wars: Episódio III - Fantasmas Dos Sith,8.6,,1h 39m,99,Adventure
Inherited,9.5,,1h 16m,76,Adventure
The Drunken Prodigy,5.7,,1h 47m,107,Adventure
The Delegator,4.2,,1h 36m,96,Adventure
Skhvatka,5.2,,1h 47m,107,Adventure
Inexternal,3.2,,1h 23m,83,Adventure
The Journey of Flower,3.9,,1h 37m,97,Adventure
The Correct Way of Youth,9.3,,1h 30m,90,Adventure
Achilles Curse and the Curse of Treasure,7.4,,2h 5m,125,Adventure
Hocus Focus,7.9,,1h 25m,85,Adventure
Dhil Raja,9.4,,1h 46m,106,Adventure
Raja 420,6.1,,1h 21m,81,Adventure
The Bottom Line,6.5,,1h 47m,107,Adventure
Ohsama Sentai King-Ohger vs. Donbrothers,6.8,,26m,26,Adventure
Combat Code: Hunt,7.4,,1h 16m,76,Adventure
Big Brother,8.5,,1h 55m,115,Adventure
Kaveri,6.8,,1h 41m,101,Adventure
Common Creed: Trafficking,6.7,,1h 46m,106,Adventure
Give Me Babies,6.7,,23m,23,Adventure
Agent 86,6.7,,1h 27m,87,Adventure
Gull Lake Vice II: The Delusion Continues,8.2,,58m,58,Adventure
Usire Usire,7.5,,2h 31m,151,Adventure
Janna Endoro,8.1,,2h,120,Adventure
Dead Hand,4.1,,1h 32m,92,Adventure
Firework,6.2,,1h,60,Adventure
Day of the Diesels,7.7,,1h 40m,100,Adventure
Kaale Angrej,5.5,,2h 11m,131,Adventure
Break War,2.4,,1h 26m,86,Adventure
Klaantha,6.2,,1h 47m,107,Adventure
Mavr,7.5,,1h 23m,83,Adventure
Premalo,7.3,,2h 8m,128,Adventure
Dheera,7.9,,2h 3m,123,Adventure
Mr. Natwarlal,6.4,,2h 10m,130,Adventure
Me and the Dragon's Daughter,5.2,,1h 15m,75,Adventure
Heavens: The Boy and His Robot,6.3,,1h 38m,98,Adventure
Max Beyond,6.6,,1h 33m,93,Adventure
Gally Gang Stars,9.0,,2h 37m,157,Adventure
Rudra: The Beginning,9.4,,2h 15m,135,Adventure
Seetha Kalyana Vaibhogame,8.6,,2h 26m,146,Adventure
Rooban,6.5,,2h 5m,125,Adventure
Sathyam,7.3,,2h 14m,134,Adventure
Vorovka,4.8,,1h 30m,90,Adventure
Death Game,5.2,,1h 27m,87,Adventure
Kade,6.7,,1h 32m,92,Adventure
Atu Nuvve Itu Nuvve,6.5,,2h 3m,123,Adventure
Lolipop Gang,3.6,,1h 30m,90,Adventure
Useful Idiots,8.3,,1h 32m,92,Adventure
The Deal,8.5,,2h 10m,130,Adventure
Re Xue Ran Shao,4.2,,1h 53m,113,Adventure
Opasni shmatki,5.2,,1h 32m,92,Adventure
Vi possiamo salvare,2.7,,1h 29m,89,Adventure
Seven Heroes Beat the Monster,6.8,,1h 29m,89,Adventure
Jiwa 8 Belas,5.0,,1h 26m,86,Adventure
Gintama the Movie 2D: Courtesan of the Nation Arc,7.8,,1h 49m,109,Adventure
Riddle of the Shadow Lotus,6.3,,1h 32m,92,Adventure
AK47,7.2,,2h 26m,146,Adventure
Battling to Survive,7.0,,1h 14m,74,Adventure
Guxim,7.7,,1h 15m,75,Adventure
Leha,2.3,,1h 38m,98,Adventure
Guns Blazin,7.1,,1h 28m,88,Adventure
The ShortCut,7.7,,2h 18m,138,Adventure
SMB-plush presents trick or death,8.8,,2h,120,Adventure
La Tamalera,8.2,,1h 55m,115,Adventure
Roudhra Rupaya,7.6,,2h 12m,132,Adventure
Dirty Fellow,6.8,,1h 59m,119,Adventure
Dheera Bhagat Roy,8.6,,2h 30m,150,Adventure
Tranquility: Ghost Stories,7.6,,1h 28m,88,Adventure
Blood Vendetta,7.7,,1h 30m,90,Adventure
The Winter Prophecy,7.9,,52m,52,Adventure
Three Old Captors,7.0,,1h 34m,94,Adventure
Oversteer,5.2,,1h 26m,86,Adventure
A Reel Heist,5.2,,1h 56m,116,Adventure
StarGazer: The Need of the Many,5.0,,47m,47,Adventure
No Man Standing,8.6,,1h 33m,93,Adventure
Kallu Compound 1995,8.0,,2h 20m,140,Adventure
Yentha Panichesav Chanti,9.5,,2h 15m,135,Adventure
Urban Vengeance,4.8,,1h 19m,79,Adventure
Travesty,6.4,,1h 18m,78,Adventure
Kyle and the Last Emerald 2,8.4,,15m,15,Adventure
Krapiva: Tsvetok smerti,6.1,,1h 21m,81,Adventure
Best Cop Ever,4.3,,2h 2m,122,Adventure
Daanvi,1.7,,1h 57m,117,Adventure
The Mirage,8.9,,1h 46m,106,Adventure
War with the Evil,6.3,,1h 25m,85,Adventure
Passazhiry,4.5,,1h 20m,80,Adventure
The Domino File,4.7,,1h 42m,102,Adventure
Cholay,8.6,,1h,60,Adventure
Isle: Alpha One,8.4,,1h 37m,97,Adventure
Out of the Shadow,6.5,,1h 29m,89,Adventure
"La Protegida, La Película",9.3,,1h 7m,67,Adventure
Pithala Maathi,7.6,,2h 20m,140,Adventure
Bad Ass Sista,6.9,,1h 20m,80,Adventure
PW V: Tears of the Fallen,8.2,,1h,60,Adventure
